策略,日期,计划购电量_kWh,调整后购电量_kWh,上调量_kWh,下调量_kWh,紧急购电量_kWh,剩余电量_kWh,计划购电费_元,调整成本_元,紧急购电费_元,总成本_元
问题3_固定价_八时点代理,2025-08-01,36697.239766666666,38015.40015296234,2001.5265548419343,683.3661685462608,2574.3241737432504,16298.364660038933,21202.581783546113,1974.243706719002,8815.431905382053,31992.257395647168
问题3_固定价_八时点代理,2025-08-02,37620.37408333333,39215.055940739345,1615.1083633331123,20.426505927099072,3023.551238633146,18287.808814897802,21799.00533374611,1749.2092050694696,12035.1982481545,35583.41278697008
问题3_固定价_八时点代理,2025-08-03,60580.20217215363,63603.02260384138,3022.8204316877545,0.0,3984.322465303934,1282.6545469564535,38844.64111183919,3429.7057818063904,15649.456777067378,57923.803670712965
问题3_固定价_八时点代理,2025-08-04,64139.46350013717,67492.59432343187,3353.1308232946926,0.0,3016.192196264187,1512.9552345855914,41453.268233877694,3393.82253125437,10652.947602415583,55500.03836754765
问题3_固定价_八时点代理,2025-08-05,66156.6812180727,68870.4799960927,3125.20115271416,411.4023746941499,2411.068905593781,2366.981618392817,42444.10888740049,2382.6760794601214,8831.007319853557,53657.792286714175
问题3_固定价_八时点代理,2025-08-06,73800.48047441701,71538.58217147792,0.0,2261.8983029390965,2897.2703982868857,2559.174410614119,47830.055729738175,-927.5769247701879,11113.050371332307,58015.5291763003
问题3_固定价_八时点代理,2025-08-07,75429.79754074074,68261.39673572921,1015.5672998782384,8183.968104889766,2800.4877939420967,4117.174961918478,46706.128705845025,-859.6330833611736,10903.760845902212,56750.25646838607
问题3_固定价_八时点代理,2025-08-08,38781.70769166666,38783.272409916106,278.2026536168691,276.63793536743214,1385.9619966568712,21365.921270663202,22258.554292576944,340.74489754651717,5473.505505547157,28072.80469567062
问题3_固定价_八时点代理,2025-08-09,38940.345227777776,38222.93897213604,0.0,717.4062556417337,1988.829445768271,18261.262296623456,22652.03072275278,-288.0755743567519,7407.066364467323,29771.02151286335
问题3_固定价_八时点代理,2025-08-10,69055.31200500685,67711.86844850834,56.29540858455539,1399.738965083066,2604.6955953586894,1462.5653956653605,44335.70444237591,-489.88924639079937,9610.198393913983,53456.01358989909
问题3_固定价_八时点代理,2025-08-11,67663.62696093964,68967.64064679045,1424.4786925080957,120.46500665728081,2345.952237601993,2959.3363577101914,42483.26977232791,1355.0715638969152,9458.580583444918,53296.921919669745
问题3_固定价_八时点代理,2025-08-12,75619.01878203017,72583.21656556973,222.73127546524842,3258.5334919256875,1750.1988061070365,2992.000209504528,47306.380303842394,-380.69200578730164,6549.942292800871,53475.63059085596
问题3_固定价_八时点代理,2025-08-13,68092.98653902605,71048.07767674007,3367.433269201808,412.34213148780316,1874.6393598370425,3104.6639414134424,42906.53100027467,2653.607409606812,7680.579822659968,53240.718232541454
问题3_固定价_八时点代理,2025-08-14,69535.59723484225,71378.0734338441,2464.820329994916,622.3441309930589,1842.558738823506,3311.288759115083,44653.35616579477,1500.3910046203794,7556.419695805792,53710.16686622094
问题3_固定价_八时点代理,2025-08-15,40579.93458333333,39295.91218178666,162.38139753187215,1446.4037990785391,1570.8544471088883,20667.03974556222,23862.580779357777,-457.58061197694275,5765.946714759499,29170.946882140335
问题3_固定价_八时点代理,2025-08-16,41956.533683333335,38616.43350094579,183.12138630640175,3523.2215686939503,1752.8610497923003,20400.014184071417,25319.087566777776,-1328.4507724497203,7512.5009272078305,31503.137721535888
问题3_固定价_八时点代理,2025-08-17,73019.57159290124,69090.96761279304,588.2689032214707,4516.872883329665,1809.3781927722378,4125.862586237493,45549.38987526632,-248.67545698686266,7938.200589540585,53238.91500782005
问题3_固定价_八时点代理,2025-08-18,70559.18713166768,69546.94727675962,85.76155706065936,1098.001411968726,1816.4564023547975,3104.513427550449,45019.81290428852,-333.0022994037564,7391.525264406921,52078.33586929168
问题3_固定价_八时点代理,2025-08-19,70659.47494622771,69572.20882270175,0.0,1087.2661235259563,1784.9849334217215,3415.7953361203363,45057.40243326525,-579.4790243910203,8614.705786567862,53092.62919544209
问题3_固定价_八时点代理,2025-08-20,79622.73388271604,74971.19414290931,941.6138912823969,5593.153631089122,2069.1750821609216,2327.3712507339314,49362.07753338457,-274.6946897109138,8185.652846460763,57273.03569013441
问题3_固定价_八时点代理,2025-08-21,75320.97190445817,69936.38801203303,0.0,5384.583892425139,1868.0360447749688,2309.4805905940752,47161.81661092082,-1534.4659210234338,7747.819110663352,53375.16980056074
问题3_固定价_八时点代理,2025-08-22,40882.29347222222,39956.54753624892,56.65128556459173,982.3972215378847,1638.7221344834315,17324.700270732363,24073.80161139083,-366.75639401295984,6658.94127935461,30365.98649673248
问题3_固定价_八时点代理,2025-08-23,40017.220624999994,39458.70292631445,567.5995713691232,1126.1172700546695,1595.4753535284947,15525.32644779621,23101.15857209333,433.41638454361185,5876.914998730204,29411.489955367146
问题3_固定价_八时点代理,2025-08-24,70366.6622702332,69129.175175417,79.31417953963114,1316.8012743558172,2029.2578515238183,3500.228890224277,45404.19372372306,-464.92605240006884,8229.016694592157,53168.28436591515
问题3_固定价_八时点代理,2025-08-25,92682.80911779834,75179.35750389067,0.0,17503.45161390768,2015.0672155441498,2536.773373489746,58560.9095300812,-5712.610531671331,8383.144837575464,61231.44383598533
问题3_固定价_八时点代理,2025-08-26,72462.9890335048,70837.84977520289,1067.1779207505028,2692.3171790524,1499.084052525096,2898.8303135326305,46899.56604968985,-305.82671308451205,5974.517387442548,52568.25672404789
问题3_固定价_八时点代理,2025-08-27,73900.90669279835,74419.52582198806,2181.1267093169317,1662.5075801272233,1153.777537579595,3875.163459892972,47238.513597821075,1254.2153282388567,5508.833264849648,54001.56219090958
问题3_固定价_八时点代理,2025-08-28,72800.913456893,75591.43339708718,3621.8662198518846,831.3462796577028,2129.0120151937253,3029.5148658967964,45674.403960946634,3039.4811303998213,9099.404259803894,57813.28935115035
问题3_固定价_八时点代理,2025-08-29,43418.32472222222,40653.96852543702,60.25382519139257,2824.6100219765917,1352.8039693952537,16411.552144832276,25778.56366617055,-1034.0532597359024,5631.176839450992,30375.68724588564
问题3_固定价_八时点代理,2025-08-30,42580.90760977366,40503.09949450596,0.0,2077.808115267701,972.2865480823618,19949.611647032376,25289.956733213392,-803.67016287837,3690.447282441685,28176.733852776706
问题3_固定价_八时点代理,2025-08-31,71993.03594403292,72247.26602522132,1563.452123209554,1309.2220420211552,1977.756348105077,3737.8314019352033,46357.93302487691,629.5856337419526,8134.174674446906,55121.69333306577
问题3_固定价_八时点代理,2025-09-01,82239.58970535081,63094.066981088974,0.0,19145.52272426184,1119.1432609835515,7193.276197516342,51294.78703033847,-6219.88364908241,4208.306586159868,49283.20996741593
问题3_固定价_八时点代理,2025-09-02,72551.7350292181,64957.326287358504,1557.1415556213456,9151.550297480944,1093.9439016332333,8065.005731976549,45733.96380140389,-2268.9798782282614,4145.373156937459,47610.357080113085
问题3_固定价_八时点代理,2025-09-03,77338.25735432097,64073.165661306564,0.0,13265.09169301441,1474.1146126053973,6576.840682211758,48849.53895540722,-4400.944685136882,5739.755002782167,50188.3492730525
问题3_固定价_八时点代理,2025-09-04,75062.32729208162,63065.03104789124,0.0,11997.296244190373,1494.4320079847564,6920.279209320297,48318.232107205105,-4366.62075172588,5760.843639874345,49712.45499535357
问题3_固定价_八时点代理,2025-09-05,42053.318999999996,33551.175368112934,173.74419133386115,8675.88782322092,1147.4477878275543,24834.361489273826,25033.29958456083,-3237.6724700877226,4452.404456416512,26248.031570889623
问题3_固定价_八时点代理,2025-09-06,42070.863541666666,33551.87999600609,282.6255016730603,8801.609047333632,1373.9495378853433,24164.745833891444,24940.84030035194,-3030.127701449557,4764.263970229828,26674.976569132214
问题3_固定价_八时点代理,2025-09-07,71909.50427695268,64952.27957777022,2896.34370132225,9853.5684005047,1242.54175133188,7377.630881455446,46009.2845174368,-1590.5818187641978,4612.216129688512,49030.918828361115
问题3_固定价_八时点代理,2025-09-08,80135.12721334018,68954.70843240092,108.1916560149042,11288.610436954179,1389.9673450729488,7017.470302074235,50301.11062346304,-3709.6275161910835,4387.094707343474,50978.57781461543
问题3_固定价_八时点代理,2025-09-09,69003.3325046982,62311.645927591984,699.0709369612453,7390.757514067472,1332.7901797188938,6651.485025306646,44449.91817998324,-2077.2363589319425,5018.1983712127685,47390.88019226406
问题3_固定价_八时点代理,2025-09-10,81705.7483202037,70400.32027303056,0.0,11305.428047173138,1291.8749947523647,6210.528485112597,51357.64385537341,-4101.87773120009,5551.343626242702,52807.10975041602
问题3_固定价_八时点代理,2025-09-11,80741.4756260288,63205.43903099956,0.0,17536.036595029247,1571.739391424607,7567.530557319237,51354.94209735801,-5922.798813640576,6573.407411538579,52005.55069525602
问题3_固定价_八时点代理,2025-09-12,42459.22421666666,34286.58624573196,42.99435775298851,8215.632328687694,1067.0633184481203,20761.99336418008,25174.90415844361,-3149.7384640513806,3392.0746616470446,25417.240356039274
问题3_固定价_八时点代理,2025-09-13,42267.523141666665,34805.50443798776,404.97561267562014,7866.994316354525,1131.3411758836041,24889.744130538034,25056.892005804722,-2451.4178942708477,3199.09206510461,25804.566176638484
问题3_固定价_八时点代理,2025-09-14,85100.75703096707,69844.95885916254,0.0,15255.798171804536,1117.9361430238046,6754.623795519868,54407.37803929908,-5669.884479148842,3212.2958887609216,51949.78944891116
